M1;M2;M3;M4;M5;M6;M8_Id;M8_ExternalId;M8_Value;M9_Id;M9_ExternalId;M9_Value;M10_Id;M10_ExternalId;M10_Value;M11_Id;M11_ExternalId;M11_Value;M12;M13_Id;M13_ExternalId;M13_Value;M14;M15_Id;M15_ExternalId;M15_Value;M16;M17_Id;M17_ExternalId;M17_Value;M18.1_Id;M18.1_ExternalId;M18.1_Value;M18.2_Id;M18.2_ExternalId;M18.2_Value;M18.3_Id;M18.3_ExternalId;M18.3_Value;M19.1_Id;M19.1_ExternalId;M19.1_Value;M19.2_Id;M19.2_ExternalId;M19.2_Value;M19.3_Id;M19.3_ExternalId;M19.3_Value;M20_Id;M20_ExternalId;M20_Value;M21_Id;M21_ExternalId;M21_Value;M22;M23;M24_Id;M24_ExternalId;M24_Value;M25;M26_Id;M26_ExternalId;M26_Value;M27_Id;M27_ExternalId;M27_Value;M28;M29_Id;M29_ExternalId;M29_Value;M30_Id;M30_ExternalId;M30_Value;M35;M36;M37;M38.1;M38.2;M39.1;M39.2;M39.3;M40;M41;M42;M43;M44;
16926;26281;="D.04.00";="Répartition des responsabilités";="Dossiers thématique, avec année d'ouverture. P.ex.: Organigramme_2020, Archivistes_partenaires_2022.";="Texte libre";42;="ACV";="Archives cantonales vaudoises";27;="PRESTATION";="Standard";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";80;="SPECIAL";="Délai de protection spécial";="";1;="OUI";="Oui";="";2;="NON";="Non";="";27;="INTERNE";="Interne";6;="1A";="1 an";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";320;="10A";="10";208;="0A";="0";="10";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;1;="ECHANTILLONNAGE";="Échantillonnage";67;="ADMINISTRATIVE";="Administrative";="";172;="SELECTION";="Sélection";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="RU";
26280;26281;="D.04.01";="Répartition des tâches";="Répartition des tâches de la salle de lecture et des auxiliaires. Dossiers par thème et année. Nommage : P.ex: Auxiliaires_2021, Salle_lecture_2021.";="Texte libre";42;="ACV";="Archives cantonales vaudoises";27;="PRESTATION";="Standard";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";80;="SPECIAL";="Délai de protection spécial";="";1;="OUI";="Oui";="";2;="NON";="Non";="";27;="INTERNE";="Interne";6;="1A";="1 an";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";320;="10A";="10";208;="0A";="0";="10";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;10;="ELIMINATION";="Elimination";67;="ADMINISTRATIVE";="Administrative";="";="";="";="";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="RU";
40;3;="D.05";="Statistiques et résultats";="";="Texte libre";42;="ACV";="Archives cantonales vaudoises";26;="ANNUEL";="Annuel";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";2;="ORDINAIRE";="Délai de protection ordinaire";="";2;="NON";="Non";="";2;="NON";="Non";="";27;="INTERNE";="Interne";6;="1A";="1 an";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";320;="10A";="10";208;="0A";="0";="10";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;10;="ELIMINATION";="Elimination";67;="ADMINISTRATIVE";="Administrative";="";="";="";="";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="PI";
39;40;="D.05.00";="Planification et administration";="Gestion des statistiques. Nommage : P.ex Statistiques_2022.";="Texte libre";42;="ACV";="Archives cantonales vaudoises";26;="ANNUEL";="Annuel";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";2;="ORDINAIRE";="Délai de protection ordinaire";="";2;="NON";="Non";="";2;="NON";="Non";="";27;="INTERNE";="Interne";6;="1A";="1 an";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";320;="10A";="10";208;="0A";="0";="10";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;10;="ELIMINATION";="Elimination";67;="ADMINISTRATIVE";="Administrative";="";="";="";="";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="RU";
16928;40;="D.05.01";="Collecte et analyse";="de statistiques. Dossier par année et type de données.";="Texte libre";42;="ACV";="Archives cantonales vaudoises";26;="ANNUEL";="Annuel";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";80;="SPECIAL";="Délai de protection spécial";="";1;="OUI";="Oui";="";2;="NON";="Non";="";27;="INTERNE";="Interne";6;="1A";="1 an";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";320;="10A";="10";208;="0A";="0";="10";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;10;="ELIMINATION";="Elimination";67;="ADMINISTRATIVE";="Administrative";="";="";="";="";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="RU";
41;40;="D.05.02";="Bilan";="Dossier par bilan. Rédaction du rapport d'activité et autres";="Texte libre";42;="ACV";="Archives cantonales vaudoises";26;="ANNUEL";="Annuel";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";2;="ORDINAIRE";="Délai de protection ordinaire";="";2;="NON";="Non";="";2;="NON";="Non";="";27;="INTERNE";="Interne";6;="1A";="1 an";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";320;="10A";="10";208;="0A";="0";="10";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;11;="VERSEMENT";="Versement";67;="ADMINISTRATIVE";="Administrative";="";="";="";="";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="RU";
16;3;="D.06";="Qualité et processus";="";="Texte libre";42;="ACV";="Archives cantonales vaudoises";27;="PRESTATION";="Standard";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";2;="ORDINAIRE";="Délai de protection ordinaire";="";2;="NON";="Non";="";2;="NON";="Non";="";27;="INTERNE";="Interne";5;="2A";="2 ans";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";320;="10A";="10";208;="0A";="0";="10";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;10;="ELIMINATION";="Elimination";67;="ADMINISTRATIVE";="Administrative";="";="";="";="";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="PI";
15;16;="D.06.00";="Analyses";="Dossier par année de début d'analyse et sujet analysé. ";="Texte libre";42;="ACV";="Archives cantonales vaudoises";27;="PRESTATION";="Standard";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";1;="LIBRE";="Libre";="";2;="NON";="Non";="";2;="NON";="Non";="";27;="INTERNE";="Interne";5;="2A";="2 ans";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";13;="5A";="5";208;="0A";="0";="5";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;10;="ELIMINATION";="Elimination";67;="ADMINISTRATIVE";="Administrative";="";="";="";="";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="RU";
36150;16;="D.06.01";="Développement";="Mise en place de processus qualité. Dossier par processus, date et statut (conception et mise à jour). ";="Texte libre";42;="ACV";="Archives cantonales vaudoises";27;="PRESTATION";="Standard";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";2;="ORDINAIRE";="Délai de protection ordinaire";="";2;="NON";="Non";="";2;="NON";="Non";="";27;="INTERNE";="Interne";5;="2A";="2 ans";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";320;="10A";="10";208;="0A";="0";="10";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;10;="ELIMINATION";="Elimination";67;="ADMINISTRATIVE";="Administrative";="";="";="";="";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="RU";
38;16;="D.06.02";="Suivi et contrôles";="Dossier par contrôle et année. Ex nommage : SCI_finances_2021";="Texte libre";42;="ACV";="Archives cantonales vaudoises";26;="ANNUEL";="Annuel";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";1;="LIBRE";="Libre";="";2;="NON";="Non";="";2;="NON";="Non";="";27;="INTERNE";="Interne";5;="2A";="2 ans";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";13;="5A";="5";208;="0A";="0";="5";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;10;="ELIMINATION";="Elimination";67;="ADMINISTRATIVE";="Administrative";="";="";="";="";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="RU";
36148;3;="D.07";="Relations publiques";="";="Texte libre";42;="ACV";="Archives cantonales vaudoises";27;="PRESTATION";="Standard";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";2;="ORDINAIRE";="Délai de protection ordinaire";="";2;="NON";="Non";="";2;="NON";="Non";="";27;="INTERNE";="Interne";6;="1A";="1 an";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";320;="10A";="10";208;="0A";="0";="10";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;11;="VERSEMENT";="Versement";67;="ADMINISTRATIVE";="Administrative";="";="";="";="";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="PI";
36149;36148;="D.07.00";="Administration";="Dossier par année.";="Texte libre";42;="ACV";="Archives cantonales vaudoises";26;="ANNUEL";="Annuel";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";2;="ORDINAIRE";="Délai de protection ordinaire";="";2;="NON";="Non";="";2;="NON";="Non";="";27;="INTERNE";="Interne";6;="1A";="1 an";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";320;="10A";="10";208;="0A";="0";="10";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;10;="ELIMINATION";="Elimination";67;="ADMINISTRATIVE";="Administrative";="";="";="";="";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="RU";
36147;36148;="D.07.01";="Groupes de travail";="Dossiers par thématique et l'année du début du groupe de travail. Nommage : 2021_KKJPD_acces_archives Clôture manuelle par projet/thématique ou legislature";="Texte libre";42;="ACV";="Archives cantonales vaudoises";27;="PRESTATION";="Standard";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";2;="ORDINAIRE";="Délai de protection ordinaire";="";2;="NON";="Non";="";2;="NON";="Non";="";27;="INTERNE";="Interne";6;="1A";="1 an";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";320;="10A";="10";208;="0A";="0";="10";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;11;="VERSEMENT";="Versement";67;="ADMINISTRATIVE";="Administrative";="";="";="";="";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="RU";
36151;36148;="D.07.02";="Médias";="Relations suite à des demandes.";="Texte libre";42;="ACV";="Archives cantonales vaudoises";220;="DEMANDE";="Demande";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";2;="ORDINAIRE";="Délai de protection ordinaire";="";2;="NON";="Non";="";2;="NON";="Non";="";27;="INTERNE";="Interne";6;="1A";="1 an";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";320;="10A";="10";208;="0A";="0";="10";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;10;="ELIMINATION";="Elimination";67;="ADMINISTRATIVE";="Administrative";="";="";="";="";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="RU";
57;3;="D.08";="Communication";="";="Texte libre";42;="ACV";="Archives cantonales vaudoises";27;="PRESTATION";="Standard";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";2;="ORDINAIRE";="Délai de protection ordinaire";="";2;="NON";="Non";="";2;="NON";="Non";="";27;="INTERNE";="Interne";6;="1A";="1 an";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";320;="10A";="10";208;="0A";="0";="10";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;11;="VERSEMENT";="Versement";67;="ADMINISTRATIVE";="Administrative";="";="";="";="";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="PI";
56;57;="D.08.00";="Administration";="La plannification se fait dans le D.02 Pilotage. Dossier année et thématique. Nommage : 2021_Liste_envois";="Texte libre";42;="ACV";="Archives cantonales vaudoises";26;="ANNUEL";="Annuel";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";1;="LIBRE";="Libre";="";2;="NON";="Non";="";2;="NON";="Non";="";27;="INTERNE";="Interne";6;="1A";="1 an";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";13;="5A";="5";208;="0A";="0";="5";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;10;="ELIMINATION";="Elimination";67;="ADMINISTRATIVE";="Administrative";="";="";="";="";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="RU";
58;57;="D.08.01";="Projets";="Dossier par projet, année et thématique. Ex nommage : 2021_Liste_envois";="Texte libre";42;="ACV";="Archives cantonales vaudoises";301;="PROJET";="Projet";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";1;="LIBRE";="Libre";="";2;="NON";="Non";="";2;="NON";="Non";="";27;="INTERNE";="Interne";6;="1A";="1 an";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";320;="10A";="10";208;="0A";="0";="10";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;1;="ECHANTILLONNAGE";="Échantillonnage";67;="ADMINISTRATIVE";="Administrative";="";172;="SELECTION";="Sélection";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="RU";
59;57;="D.08.02";="Gestion et suivi";="Par outil de communication initié par les ACV : Site intranet, internet, réseaux sociaux, journaux etc.";="Texte libre";42;="ACV";="Archives cantonales vaudoises";26;="ANNUEL";="Annuel";9;="NUMERIQUE";="Numérique PGA";1;="LIBRE";="Libre";="";2;="NON";="Non";="";2;="NON";="Non";="";27;="INTERNE";="Interne";6;="1A";="1 an";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";13;="5A";="5";208;="0A";="0";="5";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;10;="ELIMINATION";="Elimination";67;="ADMINISTRATIVE";="Administrative";="";="";="";="";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="RU";
13777;3;="D.09";="Avis et consultations";="Objets transmis pour consultation aux ACV. Y compris dans les domaines juridique, legislatifs et professionels. VD, CH, etc.. Dossier par demande d'avis/consultation avec l'année. ";="Texte libre";42;="ACV";="Archives cantonales vaudoises";220;="DEMANDE";="Demande";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";2;="ORDINAIRE";="Délai de protection ordinaire";="";2;="NON";="Non";="";2;="NON";="Non";="";27;="INTERNE";="Interne";6;="1A";="1 an";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";320;="10A";="10";208;="0A";="0";="10";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;1;="ECHANTILLONNAGE";="Échantillonnage";67;="ADMINISTRATIVE";="Administrative";="";172;="SELECTION";="Sélection";68;="PODIR";="Direction";-;-;-;-;-;-;-;-;-;-;-;-;="RU";
14827;3;="D.10";="Gestion des risques";="";="Texte libre";42;="ACV";="Archives cantonales vaudoises";27;="PRESTATION";="Standard";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";2;="ORDINAIRE";="Délai de protection ordinaire";="";1;="OUI";="Oui";="";2;="NON";="Non";="";27;="INTERNE";="Interne";6;="1A";="1 an";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";13;="5A";="5";208;="0A";="0";="5";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;11;="VERSEMENT";="Versement";67;="ADMINISTRATIVE";="Administrative";="";="";="";="";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="PI";
14830;14827;="D.10.00";="Administration";="";="Texte libre";42;="ACV";="Archives cantonales vaudoises";26;="ANNUEL";="Annuel";8|9;="ANALOGIQUE|NUMERIQUE";="Analogique|Numérique PGA";2;="ORDINAIRE";="Délai de protection ordinaire";="";1;="OUI";="Oui";="";2;="NON";="Non";="";27;="INTERNE";="Interne";6;="1A";="1 an";24;="DERNIEREMODIFICATION";="Dernière modification";0;="";="À définir";0;="";="À définir";0;="";="À définir";0;="";="À définir";320;="10A";="10";208;="0A";="0";="10";="";5;="DERNIEREMODIFICATION";="A la dernière modification";False;10;="ELIMINATION";="Elimination";67;="ADMINISTRATIVE";="Administrative";="";="";="";="";83;="POTOUS";="Tous";-;-;-;-;-;-;-;-;-;-;-;-;="RU";
